address,postal_code,offered_since,asking-price,surface,energy_label,housing_type,build_year,number_rooms,number_bathrooms,bathroom_facilities,total_floors,isolation,heating,warm_water,cv_ketel,land_ownership,erfpacht,location,balcony_terrace,parking,garden,inhabitants_neighborhood,families_with_kids_perc,neighborhood_price_sqm
Amerbos 99,1025 ZA Amsterdam,3 weken,€ 350.000 kosten koper,87 m²,E,Galerijflat (appartement),1969,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Dubbel glas,Blokverwarming,Centrale voorziening en gasboiler,,Erfpacht,Afgekocht tot 27-02-2053,,Balkon aanwezig,Openbaar parkeren,,,,
Blankenstraat 294,1018 SJ Amsterdam,3 weken,€ 475.000 kosten koper,60 m²,C,Bovenwoning (appartement),1905,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Toilet,2 woonlagen,Volledig geïsoleerd,Cv-ketel,Cv-ketel,"Intergas HRE (gas gestookt combiketel uit 2015, eigendom)",Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 01-03-2066,"Aan park, aan rustige weg en in woonwijk",Frans balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Hondecoeterstraat 24 III,1071 LS Amsterdam,3 weken,€ 950.000 kosten koper,98 m²,F,Bovenwoning (dubbel bovenhuis),1913,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,2 woonlagen,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2018, eigendom)",Volle eigendom,,In woonwijk,"Dakterras aanwezig, balkon aanwezig en frans balkon aanwezig",Betaald parkeren en parkeervergunningen,,,,
Minervalaan 80 III,1077 PJ Amsterdam,2 weken,€ 1.575.000 kosten koper,168 m²,,Bovenwoning (appartement),1931,7 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 douches en toilet,3 woonlagen,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,Gas gestookt,Erfpacht (einddatum erfpacht: 01-07-2055),Afgekocht tot 01-07-2055,Aan rustige weg en in woonwijk,Dakterras aanwezig en balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Henk Curièrekade 42,1013 CH Amsterdam,2 weken,€ 475.000 kosten koper,68 m²,C,Benedenwoning (appartement),1988,3 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Remeha (gas gestookt combiketel uit 2019, eigendom)",Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 15-11-2038,"Aan rustige weg, aan water, in centrum en in woonwijk",,Betaald parkeren en parkeervergunningen,Achtertuin,,,
Purperhoedenveem 68,1019 HM Amsterdam,3 weken,€ 945.000 kosten koper,120 m²,A,Penthouse (appartement),2006,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,"Stoomcabine, ligbad en toilet",1 woonlaag,Dubbel glas en volledig geïsoleerd,"Blokverwarming, stadsverwarming en gehele vloerverwarming",Stadsverwarming,,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 30-09-2052),Afgekocht tot 30-09-2052,"Aan rustige weg, aan vaarwater, aan water en vrij uitzicht",Balkon aanwezig,Parkeergarage,,,,
Tweede Van der Helststraat 95 3,1073 AN Amsterdam,2 weken,€ 450.000 kosten koper,60 m²,D,Bovenwoning (appartement),1922,3 kamers (2 slaapkamers),1 badkamer,Ligbad,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas Kombi Kompakt HR 22 (gas gestookt combiketel uit 2005, eigendom)",,,"Aan rustige weg, aan vaarwater, in woonwijk en vrij uitzicht",,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Grevelingenstraat 24 II,1078 KP Amsterdam,2 weken,€ 975.000 kosten koper,120 m²,C,Bovenwoning (dubbel bovenhuis),1929,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,"Ligbad, douche en toilet",2 woonlagen,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2017, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 31-07-2052),€ 1.504 per jaar met optie tot afkopen,"Aan rustige weg, beschutte ligging, in woonwijk, open ligging en vrij uitzicht",Dakterras aanwezig,Betaald parkeren en parkeervergunningen,,,,
Mary van der Sluisstraat 518,1095 ME Amsterdam,3 weken,€ 535.000 kosten koper,92 m²,A,Galerijflat (appartement),2016,3 kamers (2 slaapkamers),1 badkamer,Douche,1 woonlaag,HR-glas en volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 31-03-2065),"€ 1.311,68 per jaar",Aan rustige weg en vrij uitzicht,Balkon aanwezig,Betaald parkeren,,,,
Vespuccistraat 116 3,1056 ST Amsterdam,3 weken,€ 585.000 kosten koper,71 m²,F,Bovenwoning (appartement),1925,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,2 woonlagen,Dubbel glas en vloerisolatie,Cv-ketel,Cv-ketel,"Gas gestookt combiketel uit 2010, eigendom",Gemeentelijk eigendom belast met erfpacht,Eeuwigdurend afgekocht,,Dakterras aanwezig en balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",Zonneterras,,,
De Clercqstraat 7 3,1053 AA Amsterdam,6 weken,€ 550.000 kosten koper,66 m²,F,Bovenwoning (appartement),1899,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,Douche en toilet,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2021, eigendom)",Gemeentelijke erfpacht (einddatum erfpacht: 29-02-2024),"€ 113,36 per jaar",In centrum en vrij uitzicht,,"Betaald parkeren, openbaar parkeren en parkeervergunningen",Zonneterras,,,
Elpermeer 16,1025 AJ Amsterdam,7 weken,€ 365.000 kosten koper,85 m²,E,Galerijflat (appartement),1968,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Gedeeltelijk dubbel glas,Blokverwarming,Centrale voorziening,,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 16-04-2040),,Beschutte ligging en in woonwijk,Balkon aanwezig,Openbaar parkeren,,,,
Westerdoksdijk 441 + PP,1013 BX Amsterdam,7 weken,€ 1.250.000 kosten koper,160 m²,A,Bovenwoning (appartement),2008,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",1 woonlaag,"Dakisolatie, dubbel glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Stadsverwarming,Centrale voorziening,,Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 01-10-2054,"Aan vaarwater, aan water, in woonwijk en vrij uitzicht",Balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeergarage",,,,
Churchill-laan 8 HS,1078 EE Amsterdam,6 weken,€ 750.000 kosten koper,87 m²,D,Benedenwoning (appartement),1924,3 kamers (2 slaapkamers),2 badkamers,"Ligbad, 2 douches en 2 toiletten",1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Vaillant (gas gestookt combiketel, eigendom)",Gemeentelijke erfpacht (einddatum erfpacht: 15-11-2046),"€ 437,23 per jaar met optie tot afkopen",In woonwijk,,Betaald parkeren en parkeervergunningen,Achtertuin,,,
Bentinckstraat 60 III,1051 GM Amsterdam,6 weken,€ 425.000 kosten koper,54 m²,D,Bovenwoning (appartement),1906,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,Douche,2 woonlagen,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas Hr 107 CW 3 bj. 2007 (gas gestookt combiketel uit 2007, eigendom)",Volle eigendom,,"Aan rustige weg, beschutte ligging en in woonwijk",Balkon aanwezig en frans balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Orteliusstraat 26 II,1057 BB Amsterdam,4 weken,€ 685.000 kosten koper,89 m²,E,Bovenwoning (appartement),,3 kamers (2 slaapkamers),1 badkamer,"Ligbad, douche en toilet",2 woonlagen,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,"Vaillant (gas gestookt combiketel, eigendom)",Gemeentelijke erfpacht,"€ 485,16 per jaar","Aan drukke weg, aan park, in woonwijk en vrij uitzicht",Balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Maria Austriastraat 51,1087 EK Amsterdam,7 weken,€ 520.000 kosten koper,92 m²,A+,Galerijflat (appartement),2010,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,"Dakisolatie, dubbel glas, HR-glas, muurisolatie en vloerisolatie",Stadsverwarming,Stadsverwarming,,Gemeentelijke erfpacht (einddatum erfpacht: 31-08-2058),Afgekocht tot 31-08-2058,Aan rustige weg en in woonwijk,,Betaald parkeren en parkeergarage,,,,
Nassaukade 317 -II,1053 LS Amsterdam,7 weken,€ 650.000 kosten koper,79 m²,C,Bovenwoning (appartement),1897,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,HR-glas en vloerisolatie,Cv-ketel en gehele vloerverwarming,Cv-ketel,"Vaillant (gas gestookt combiketel uit 2021, eigendom)",Volle eigendom,,"Aan vaarwater, aan water en vrij uitzicht",Balkon aanwezig en frans balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Govert Flinckstraat 384 III,1074 CH Amsterdam,6 weken,€ 550.000 kosten koper,51 m²,C,Bovenwoning (appartement),1883,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2016, eigendom)",Volle eigendom,,"Aan rustige weg, beschutte ligging, in centrum en in woonwijk",Balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Transvaalstraat 54 3,1092 HM Amsterdam,5 weken,€ 425.000 kosten koper,64 m²,C,Bovenwoning (appartement),1913,2 kamers (1 slaapkamer),1 badkamer,Douche en toilet,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt uit 2014, eigendom)",Volle eigendom,,Aan rustige weg en in woonwijk,Balkon aanwezig en frans balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Rondeel 156,1082 MH Amsterdam,5 weken,€ 465.000 kosten koper,104 m²,A,Portiekflat (appartement),1989,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,,1 woonlaag,"Dubbel glas, muurisolatie en volledig geïsoleerd",Cv-ketel,Cv-ketel,"Nefit (gas gestookt combiketel uit 2017, eigendom)",Gemeentelijke erfpacht (einddatum erfpacht: 31-08-2038),Afgekocht tot 31-08-2038,"In centrum, in woonwijk en vrij uitzicht",Balkon aanwezig,Openbaar parkeren en parkeervergunningen,,,,
Fritz Conijnstraat 24 3,1063 CD Amsterdam,4 weken,€ 350.000 kosten koper,65 m²,G,Bovenwoning (appartement),1954,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,4 woonlagen,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2019, eigendom)",Zie akte,,Aan rustige weg en in woonwijk,Balkon aanwezig,Parkeervergunningen,,,,
Tweede Oosterparkstraat 171 A,1092 BG Amsterdam,7 weken,€ 350.000 kosten koper,50 m²,D,Bovenwoning (appartement),1978,2 kamers (1 slaapkamer),1 badkamer,Douche en toilet,1 woonlaag,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2008, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 01-07-2061),,Aan rustige weg en in woonwijk,Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Nieuwe Osdorpergracht 560 +2PP,1068 HV Amsterdam,5 weken,€ 625.000 kosten koper,123 m²,A+,Dubbel benedenhuis (appartement),2013,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Toilet,2 woonlagen,Volledig geïsoleerd,"Stadsverwarming, gehele vloerverwarming en warmte terugwininstallatie",Stadsverwarming,,Erfpacht,Eeuwigdurend afgekocht,Aan rustige weg en in woonwijk,Balkon aanwezig,"Betaald parkeren, parkeergarage en parkeervergunningen",,,,
Parnassusweg 167,1077 DE Amsterdam,4 weken,€ 535.000 kosten koper,79 m²,E,Galerijflat (appartement),1967,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,,1 woonlaag,Dubbel glas,Blokverwarming,Centrale voorziening,,Erfpacht,"€ 197,89 per jaar","In woonwijk, open ligging en vrij uitzicht",Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Oostenburgerpark 156,1018 HT Amsterdam,7 weken,€ 350.000 kosten koper,45 m²,C,Bovenwoning (appartement),1990,2 kamers (1 slaapkamer),1 badkamer,Toilet,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2005, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 31-01-2041),Afgekocht tot 31-01-2041,Aan rustige weg en in woonwijk,,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Pieter Calandlaan 462,1060 TT Amsterdam,2 weken,€ 589.000 kosten koper,123 m²,A,Maisonnette (appartement),1998,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Toilet,2 woonlagen,"Dakisolatie, dubbel glas en muurisolatie",Stadsverwarming en gedeeltelijke vloerverwarming,Stadsverwarming,,Eigendom belast met erfpacht,Eeuwigdurend afgekocht,"Aan rustige weg, in woonwijk en vrij uitzicht",Balkon aanwezig,Openbaar parkeren,,,,
Marskramerstraat 150,1033 WG Amsterdam,2 maanden,€ 375.000 kosten koper,84 m²,A,Galerijflat (appartement),2007,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,4 woonlagen,"Dakisolatie, driedubbel glas, dubbel glas, eco-bouw, gedeeltelijk dubbel glas, geen spouw, grotendeels dubbelglas, HR-glas, kierdichting, muurisolatie, vloerisolatie, volledig geïsoleerd en voorzetramen",Cv-ketel,Cv-ketel,"Intergas ( combiketel uit 2008, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 31-08-2055),,In woonwijk,Balkon aanwezig,Openbaar parkeren,,,,
Leksmondhof 37,1108 EN Amsterdam,2 maanden,€ 375.000 kosten koper,98 m²,B,Bovenwoning (appartement),1979,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Grotendeels dubbelglas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2010, eigendom)",Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 16-12-2026,Aan park en vrij uitzicht,Balkon aanwezig,"Op afgesloten terrein, parkeergarage en parkeervergunningen",,,,
Esther de Boer-van Rijkstraat 36 2,1065 GN Amsterdam,2 maanden,€ 495.000 kosten koper,107 m²,D,Maisonnette (appartement),1957,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,"Stoomcabine, douche en toilet",2 woonlagen,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas HRE (gas gestookt combiketel uit 2021, eigendom)",,,Aan rustige weg en in woonwijk,Balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Baetostraat 15 H,1055 ER Amsterdam,2 maanden,€ 600.000 kosten koper,84 m²,B,Beneden + bovenwoning (appartement),1940,6 kamers (3 slaapkamers),1 badkamer,Toilet,2 woonlagen,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2014, eigendom)",Eigendom belast met erfpacht,Afgekocht tot 31-07-2064,Aan rustige weg,Dakterras aanwezig en balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",Achtertuin en zonneterras,,,
Curaçaostraat 104 HS,1058 CC Amsterdam,2 maanden,€ 675.000 kosten koper,78 m²,C,Benedenwoning (appartement),1935,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,Dubbel glas en vloerisolatie,Cv-ketel en gedeeltelijke vloerverwarming,Cv-ketel,"Intergas Compact HR (gas gestookt combiketel uit 2014, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 31-03-2059),Afgekocht tot 31-03-2059,Aan rustige weg en in woonwijk,,"Betaald parkeren, openbaar parkeren en parkeervergunningen",Achtertuin,,,
Moreelsestraat 33 H,1071 BJ Amsterdam,2 maanden,€ 1.800.000 kosten koper,213 m²,E,Benedenwoning (appartement),,7 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,Jacuzzi en douche,3 woonlagen,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,"Gas gestookt combiketel uit 2006, eigendom",Volle eigendom,,"Aan rustige weg, in woonwijk en vrij uitzicht",Balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeergarage",Achtertuin,,,
Lucellestraat 3 III,1055 HS Amsterdam,8 weken,€ 400.000 kosten koper,60 m²,F,Bovenwoning (appartement),1941,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,Gas gestookt uit 2013,Eigendom belast met erfpacht,Afgekocht tot 29-08-2052,Aan rustige weg en in woonwijk,Balkon aanwezig,Parkeervergunningen,,,,
Postjesweg 251,1062 JP Amsterdam,8 weken,€ 350.000 kosten koper,82 m²,G,Bovenwoning (appartement),1961,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,,1 woonlaag,Dubbel glas,Blokverwarming,Centrale voorziening,,Eigendom belast met erfpacht (einddatum erfpacht: 31-08-2034),€ 158 per jaar,Vrij uitzicht,Balkon aanwezig,Parkeervergunningen,,,,
Esmoreitstraat 15 3,1055 BZ Amsterdam,10 september 2022,€ 375.000 kosten koper,56 m²,C,Bovenwoning (appartement),1940,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,Volledig geïsoleerd,Cv-ketel,Cv-ketel,"Intergas HRE (gas gestookt uit 2017, eigendom)",Gemeentelijke erfpacht (einddatum erfpacht: 30-06-2044),Afgekocht tot 30-06-2044,Aan rustige weg en in woonwijk,Balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
1e Kekerstraat 13 + PP,1104 VA Amsterdam,8 weken,€ 425.000 kosten koper,91 m²,A,Galerijflat (appartement),2007,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,,1 woonlaag,Dubbel glas en volledig geïsoleerd,Stadsverwarming,Centrale voorziening,,Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 01-07-2056,"Aan rustige weg, in woonwijk en vrij uitzicht",Balkon aanwezig,Op afgesloten terrein en openbaar parkeren,,,,
Reinwardtstraat 37 B,1093 GX Amsterdam,2 maanden,€ 499.000 kosten koper,79 m²,C,Bovenwoning (appartement),1982,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,Intergas (gas gestookt combiketel uit 2019),Erfpacht,Eeuwigdurend afgekocht,,Balkon aanwezig,Openbaar parkeren,,,,
Van Oldenbarneveldtstraat 26 4,1052 KB Amsterdam,2 maanden,€ 375.000 kosten koper,46 m²,C,Bovenwoning (appartement),1885,2 kamers (1 slaapkamer),1 badkamer,Ligbad en toilet,1 woonlaag,"Dakisolatie, dubbel glas en muurisolatie",Cv-ketel,Cv-ketel,"Remeha Avanta 28c (gas gestookt combiketel uit 2017, eigendom)",Volle eigendom,,In woonwijk,,Betaald parkeren en parkeervergunningen,,,,
Standerdmolen 35,1035 EB Amsterdam,2 maanden,€ 375.000 kosten koper,93 m²,A,Galerijflat (appartement),1968,4 kamers (3 slaapkamers),1 badkamer,Toilet,1 woonlaag,HR-glas en muurisolatie,Gehele vloerverwarming,Cv-ketel,,Eigendom belast met erfpacht,Afgekocht tot 15-08-2052,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht",Balkon aanwezig,Betaald parkeren en openbaar parkeren,,,,
Transvaalkade 3 huis,1092 JH Amsterdam,2 maanden,€ 795.000 kosten koper,51 m²,D,Dubbel benedenhuis,1887,5 kamers (2 slaapkamers),1 badkamer,Douche en toilet,2 woonlagen,Dubbel glas,Cv-ketel,Cv-ketel,"Gas gestookt uit 2016, eigendom",Volle eigendom,,"Aan rustige weg, aan water en in centrum",,Betaald parkeren en parkeervergunningen,Achtertuin,,,
Johannes Verhulststraat 33 III,1071 MR Amsterdam,3 maanden,€ 295.000 kosten koper,25 m²,F,Bovenwoning (appartement),1905,2 kamers (1 slaapkamer),1 badkamer,Douche en toilet,1 woonlaag,Dakisolatie en dubbel glas,Blokverwarming en Cv-ketel,Centrale voorziening en geiser,"Gas gestookt, eigendom",Volle eigendom,,"Aan rustige weg, in woonwijk en vrij uitzicht",Frans balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Ladogameerhof 3,1060 PJ Amsterdam,3 maanden,€ 499.000 kosten koper,130 m²,B,Maisonnette (appartement),1998,4 kamers (3 slaapkamers),1 badkamer,Douche,2 woonlagen,"Dakisolatie, dubbel glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Stadsverwarming,Stadsverwarming,,Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 15-02-2047,"Aan rustige weg, aan water en in woonwijk",,Openbaar parkeren,Achtertuin,,,
Pythagorasstraat 8 I,1098 GB Amsterdam,3 maanden,€ 440.000 kosten koper,56 m²,D,Bovenwoning (appartement),1929,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas HRE 24/18 CW3 (gas gestookt combiketel uit 2015, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 15-09-2052),,Beschutte ligging en in woonwijk,Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Arent Janszoon Ernststraat 741,1082 LK Amsterdam,3 maanden,€ 469.000 kosten koper,71 m²,C,Bovenwoning (appartement),1962,3 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,Douche,1 woonlaag,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Blokverwarming,Centrale voorziening,,Gemeentelijke erfpacht,Eeuwigdurend afgekocht,,Dakterras aanwezig,Betaald parkeren en parkeervergunningen,,,,
Rustenburgerstraat 370 III,1072 HE Amsterdam,3 maanden,€ 1.100.000 kosten koper,131 m²,D,Bovenwoning (dubbel bovenhuis),1904,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",4 woonlagen,"Dakisolatie, dubbel glas en muurisolatie",Cv-ketel,Cv-ketel,"Nefit ( combiketel uit 2018, eigendom)",Volle eigendom,,Aan rustige weg en in centrum,Dakterras aanwezig en balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Oldengaarde 104,1083 TL Amsterdam,2 maanden,€ 295.000 kosten koper,35 m²,D,Benedenwoning (appartement),1962,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,"Intergas Kompact HRE (gas gestookt combiketel uit 2008, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 15-12-2059),Afgekocht tot 15-12-2059,"Aan rustige weg, beschutte ligging en in woonwijk",,Betaald parkeren en parkeervergunningen,Achtertuin,,,
Andries Copierstraat 108 +PP,1061 SE Amsterdam,2 maanden,€ 550.000 kosten koper,86 m²,A,Tussenverdieping (appartement),2009,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,HR-glas en volledig geïsoleerd,Stadsverwarming,Stadsverwarming,,Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 01-06-2057,In woonwijk en vrij uitzicht,,Parkeergarage,,,,
Veembroederhof 255 + 2 PP,1019 HD Amsterdam,3 maanden,€ 1.300.000 kosten koper,183 m²,A,Bovenwoning (appartement),2006,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 ligbaden,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Gas gestookt combiketel, eigendom",Gemeentelijke erfpacht (einddatum erfpacht: 31-01-2053),€ 7.150 per jaar met optie tot afkopen,"Aan vaarwater, aan water, in centrum, open ligging en vrij uitzicht",Balkon aanwezig,Parkeergarage,,,,
Pieter Cornelisz. Hooftstraat 180,1071 CH Amsterdam,5 maanden,€ 2.950.000 kosten koper,184 m²,B,Dubbel benedenhuis (appartement),1991,3 kamers (2 slaapkamers),1 badkamer en 2 aparte toiletten,Toilet,2 woonlagen,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"Vailliant ( combiketel uit 2006, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 15-08-2039),"€ 4.116,2 per jaar",,Balkon aanwezig,"Betaald parkeren, openbaar parkeren, parkeergarage en parkeervergunningen",Achtertuin,,,
Spuistraat 84 B,1012 TX Amsterdam,3 maanden,€ 849.000 kosten koper,103 m²,E,Bovenwoning (appartement),1911,3 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,,1 woonlaag,Vloerisolatie,Cv-ketel en gedeeltelijke vloerverwarming,Cv-ketel,"Vaillant VHR NL 34/5-5I R4 (gas gestookt combiketel uit 2017, eigendom)",Volle eigendom,,In centrum,Balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",Patio/atrium en zonneterras,,,
De Wittenstraat 49 -H,1052 AL Amsterdam,2 maanden,€ 1.000.000 kosten koper,124 m²,C,Dubbel benedenhuis (appartement),1882,3 kamers (2 slaapkamers),2 badkamers en 2 aparte toiletten,Ligbad,2 woonlagen,"Dubbel glas, muurisolatie en vloerisolatie",Cv-ketel en gedeeltelijke vloerverwarming,Cv-ketel,"Nefit (2018, eigendom)",Volle eigendom,,Aan rustige weg en in woonwijk,,Betaald parkeren en parkeervergunningen,Achtertuin,,,
Eef Kamerbeekstraat 346 + PP,1095 MP Amsterdam,2 maanden,€ 970.000 kosten koper,126 m²,A+,Bovenwoning (appartement),2017,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,Ligbad en 2 toiletten,1 woonlaag,Volledig geïsoleerd,Stadsverwarming en gehele vloerverwarming,Stadsverwarming,,Eigendom belast met erfpacht (einddatum erfpacht: 31-12-2067),€ 2.135 per jaar,In woonwijk en vrij uitzicht,Balkon aanwezig,Op afgesloten terrein en parkeergarage,,,,
Prins Hendrikkade 122 1,1011 AM Amsterdam,4 maanden,€ 775.000 kosten koper,91 m²,,Tussenverdieping (appartement),Voor 1906,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Toilet,2 woonlagen,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,"Gas gestookt combiketel, eigendom",Volle eigendom,,In centrum,,Betaald parkeren en parkeervergunningen,,,,
Willem Nakkenstraat 2,1061 TC Amsterdam,Vandaag,€ 685.000 kosten koper,125 m²,A,,2010,5 kamers (4 slaapkamers),,,4 woonlagen,Volledig geïsoleerd,Stadsverwarming,Stadsverwarming,,Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 31-10-2057,Aan rustige weg en in woonwijk,,"Betaald parkeren, openbaar parkeren en parkeervergunningen",Achtertuin en zonneterras,,,
