address,postal_code,offered_since,asking-price,surface,energy_label,housing_type,build_year,number_rooms,number_bathrooms,bathroom_facilities,total_floors,isolation,heating,warm_water,cv_ketel,land_ownership,erfpacht,location,balcony_terrace,parking,garden,inhabitants_neighborhood,families_with_kids_perc,neighborhood_price_sqm
IJburglaan 423,1086 ZJ Amsterdam,12 september 2022,€ 495.000 kosten koper,78 m²,A+,Bovenwoning (appartement),2007,3 kamers (2 slaapkamers),1 badkamer,Douche,1 woonlaag,"Dakisolatie, dubbel glas, kierdichting, muurisolatie, vloerisolatie en volledig geïsoleerd",Stadsverwarming en warmte terugwininstallatie,Stadsverwarming,,,,Aan water en vrij uitzicht,Balkon aanwezig,"Betaald parkeren, openbaar parkeren, parkeergarage en parkeervergunningen",,,,
Van Oldenbarneveldtstraat 44 I,1052 KC Amsterdam,10 september 2022,€ 475.000 kosten koper,78 m²,D,Bovenwoning (appartement),Voor 1906,3 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,2 douches en toilet,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Gas gestookt combiketel uit 2007, eigendom",Volle eigendom,,Aan rustige weg en in woonwijk,,Betaald parkeren en parkeervergunningen,,,,
Kerkstraat 419 B,1017 HX Amsterdam,10 september 2022,€ 590.000 kosten koper,69 m²,C,Bovenwoning (appartement),1990,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,Dubbel glas en volledig geïsoleerd,Cv-ketel,Cv-ketel,"Gas gestookt uit 2008, eigendom",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 01-04-2039),Afgekocht tot 01-04-2039,Aan rustige weg en in centrum,Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Schoorlstraat 202,1024 PX Amsterdam,9 september 2022,€ 375.000 kosten koper,78 m²,C,Portiekflat (appartement),1966,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"2008, eigendom",Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 01-04-2055,"Aan rustige weg, beschutte ligging, in woonwijk en vrij uitzicht",Balkon aanwezig,Openbaar parkeren,,,,
Het Hoogt 245,1025 GX Amsterdam,10 september 2022,€ 425.000 kosten koper,93 m²,C,Galerijflat,1968,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Dubbel glas,Blokverwarming,Centrale voorziening,,Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 15-04-2056,,Balkon aanwezig,Betaald parkeren,,,,
Karel Klinkenbergstraat 1 A+PP,1061 AH Amsterdam,9 september 2022,€ 599.000 kosten koper,99 m²,A,Bovenwoning (appartement),2019,3 kamers (2 slaapkamers),1 badkamer,Ligbad,1 woonlaag,"Dakisolatie, HR-glas, muurisolatie en vloerisolatie","Stadsverwarming, gehele vloerverwarming en warmte terugwininstallatie",Stadsverwarming,,,,,Dakterras aanwezig en balkon aanwezig,Op eigen terrein,,,,
Cornelis Dirkszstraat 9 I,1056 TM Amsterdam,10 september 2022,€ 525.000 kosten koper,80 m²,D,Bovenwoning (appartement),1937,4 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,"Ligbad, 2 douches en toilet",2 woonlagen,Dubbel glas,Cv-ketel,Cv-ketel,"Gas gestookt combiketel, eigendom",Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 31-01-2064,Aan rustige weg en in woonwijk,Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Hellingstraat 230 +PP,1033 WW Amsterdam,10 september 2022,€ 775.000 kosten koper,92 m²,A,Bovenwoning (appartement),2020,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,HR-glas en volledig geïsoleerd,"Stadsverwarming, gehele vloerverwarming en warmte terugwininstallatie",Stadsverwarming,,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 15-08-2067),€ 1.027 per jaar,"Aan water, in woonwijk en vrij uitzicht",Balkon aanwezig,Betaald parkeren en openbaar parkeren,,,,
Leiduinstraat 4 3,1058 SJ Amsterdam,12 september 2022,€ 525.000 kosten koper,66 m²,D,Bovenwoning (appartement),1934,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,2 woonlagen,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,"Intergas Kombi Kompakt (gas gestookt combiketel uit 2010, eigendom)",Volle eigendom,,In woonwijk,Dakterras aanwezig en balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Bankwerkerij 55,1021 NS Amsterdam,13 september 2022,€ 300.000 kosten koper,43 m²,C,Galerijflat (appartement),1984,2 kamers (1 slaapkamer),1 badkamer,Toilet,1 woonlaag,Dubbel glas,Cv-ketel en gedeeltelijke vloerverwarming,Cv-ketel,"Kombi Kompakt HRE24/18 (gas gestookt combiketel uit 2009, eigendom)",Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 30-11-2034,"Aan rustige weg, aan vaarwater, aan water, in woonwijk en vrij uitzicht",Balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Vogelenzangstraat 22 H,1058 ST Amsterdam,12 september 2022,€ 650.000 kosten koper,68 m²,B,Benedenwoning (appartement met open portiek),1935,3 kamers (2 slaapkamers),1 badkamer,Toilet,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Nefit (gas gestookt combiketel uit 2021, eigendom)",Volle eigendom,,Aan rustige weg en in woonwijk,,"Betaald parkeren, openbaar parkeren en parkeervergunningen",Achtertuin,,,
Sluisstraat 4 H,1075 TE Amsterdam,13 september 2022,€ 675.000 kosten koper,90 m²,D,Benedenwoning (appartement),1912,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",1 woonlaag,Gedeeltelijk dubbel glas en voorzetramen,Cv-ketel,Cv-ketel,,Volle eigendom,,"Aan rustige weg, beschutte ligging en in woonwijk",,"Betaald parkeren, openbaar parkeren en parkeervergunningen",Achtertuin,,,
Leksmondhof 298,1108 GB Amsterdam,9 september 2022,€ 310.000 kosten koper,79 m²,D,Portiekflat (appartement),1979,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2010, eigendom)",Gemeentelijk eigendom belast met erfpacht,Eeuwigdurend afgekocht,"Aan rustige weg, beschutte ligging, in woonwijk en vrij uitzicht",Balkon aanwezig,Parkeergarage,,,,
Jan van Schaffelaarplantsoen 7 D,1061 DK Amsterdam,9 september 2022,€ 380.000 kosten koper,59 m²,B,Portiekwoning (appartement),1952,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel, eigendom)",Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 16-06-2054,,Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Maldenhof 262,1106 EZ Amsterdam,12 september 2022,€ 350.000 kosten koper,95 m²,B,Maisonnette (appartement),1981,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,3 woonlagen,Dubbel glas en volledig geïsoleerd,Cv-ketel,Cv-ketel,"Intergas HRE (gas gestookt combiketel uit 2015, eigendom)",Gemeentelijk eigendom belast met erfpacht,,"Aan rustige weg, in woonwijk en vrij uitzicht",Balkon aanwezig,Openbaar parkeren,,,,
Elandsgracht 5 1,1016 TM Amsterdam,9 september 2022,€ 825.000 kosten koper,88 m²,C,Bovenwoning (appartement),1894,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche en toilet,2 woonlagen,Dubbel glas en vloerisolatie,Cv-ketel,Cv-ketel,"Gas gestookt combiketel uit 2019, eigendom",Volle eigendom,,In centrum en vrij uitzicht,Balkon aanwezig en frans balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",Zonneterras,,,
Lidewijdepad 144,1055 JR Amsterdam,9 september 2022,€ 350.000 kosten koper,48 m²,A,Bovenwoning (appartement),2019,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,,1 woonlaag,"Dakisolatie, dubbel glas, HR-glas, kierdichting, muurisolatie, vloerisolatie en volledig geïsoleerd",Stadsverwarming en gehele vloerverwarming,Stadsverwarming,,Gemeentelijke erfpacht,Afgekocht tot 15-09-2068,Aan rustige weg en in woonwijk,Balkon aanwezig,Betaald parkeren,,,,
Schippersstraat 5 hs,1011 AZ Amsterdam,8 september 2022,€ 725.000 kosten koper,68 m²,B,Benedenwoning (appartement),1933,3 kamers (2 slaapkamers),1 badkamer,,1 woonlaag,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"Intergas (gas gestookt uit 2014, eigendom)",Volle eigendom,,Aan rustige weg en in centrum,,Openbaar parkeren en parkeervergunningen,Patio/atrium,,,
Joris van Andringastraat 13 II,1055 VV Amsterdam,9 september 2022,€ 500.000 kosten koper,59 m²,A,Bovenwoning (appartement),,4 kamers (2 slaapkamers),1 badkamer,Ligbad en toilet,2 woonlagen,Volledig geïsoleerd,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2009, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 15-05-2058),Afgekocht tot 15-05-2058,Aan rustige weg en in woonwijk,Dakterras aanwezig en balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Wilhelminastraat 113 H,1054 WB Amsterdam,9 september 2022,€ 400.000 kosten koper,48 m²,C,Benedenwoning (appartement),1904,3 kamers (2 slaapkamers),1 badkamer,Ligbad,1 woonlaag,Dubbel glas en vloerisolatie,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2005, eigendom)",Volle eigendom,,Aan rustige weg en in woonwijk,,Betaald parkeren en parkeervergunningen,Achtertuin,,,
Saxen-Weimarlaan 32 3,1075 CC Amsterdam,8 september 2022,€ 1.550.000 kosten koper,169 m²,C,Bovenwoning (dubbel bovenhuis),1911,5 kamers (3 slaapkamers),2 badkamers en 2 aparte toiletten,Ligbad,2 woonlagen,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas HRE (gas gestookt combiketel uit 2010, eigendom)",,,"Aan park, aan rustige weg, in centrum en in woonwijk","Dakterras aanwezig, balkon aanwezig en frans balkon aanwezig",Betaald parkeren en parkeervergunningen,Zonneterras,,,
Govert Flinckstraat 284 2V,1073 CG Amsterdam,9 september 2022,€ 836.000 kosten koper,92 m²,C,Tussenverdieping (appartement),1885,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Toilet,2 woonlagen,"Dakisolatie, dubbel glas en muurisolatie",Cv-ketel,Cv-ketel,"Remeha (gas gestookt uit 2018, eigendom)",Volle eigendom,,Aan rustige weg en in woonwijk,Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Alberdingk Thijmstraat 6 III,1054 AJ Amsterdam,9 september 2022,€ 985.000 kosten koper,113 m²,C,Bovenwoning (dubbel bovenhuis),1894,5 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,Ligbad en douche,3 woonlagen,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Cv-ketel en gashaard,Cv-ketel,"Intergas (gas gestookt combiketel uit 2012, eigendom)",Volle eigendom,,"Aan rustige weg, in centrum en in woonwijk",Dakterras aanwezig en balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Jacob van Lennepstraat 71 H,1053 HE Amsterdam,9 september 2022,€ 1.225.000 kosten koper,145 m²,B,Bovenwoning (appartement),1882,4 kamers (3 slaapkamers),2 badkamers en 2 aparte toiletten,Douche,2 woonlagen,"Dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,Intergas (gas gestookt uit 2015),Volle eigendom,,Aan rustige weg en in centrum,Dakterras aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",Achtertuin,,,
Wamberg 19 3,1083 CV Amsterdam,9 september 2022,€ 420.000 kosten koper,65 m²,E,Portiekflat (appartement),1959,3 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Remeha Calenta 28c CW4 (gas gestookt combiketel uit 2012, eigendom)",Erfpacht,Afgekocht tot 01-12-2058,Aan rustige weg en in woonwijk,Balkon aanwezig en frans balkon aanwezig,Parkeervergunningen,,,,
Carolina MacGillavrylaan 153,1098 XA Amsterdam,9 september 2022,€ 710.000 kosten koper,118 m²,A+,Bovenwoning (appartement),,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,"Dakisolatie, dubbel glas, muurisolatie, vloerisolatie en voorzetramen",Cv-ketel,Cv-ketel,"Intergas Xtreme 36 (gas gestookt combiketel uit 2022, eigendom)",Gemeentelijke erfpacht (einddatum erfpacht: 30-09-2058),Afgekocht tot 30-09-2058,"Aan park, aan water, open ligging en vrij uitzicht",Balkon aanwezig,Op afgesloten terrein en parkeergarage,,,,
Hoofdweg 451 2,1056 CW Amsterdam,9 september 2022,€ 400.000 kosten koper,59 m²,C,Benedenwoning (appartement),1927,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,,1 woonlaag,Dubbel glas en HR-glas,Cv-ketel,Cv-ketel,"Nefit HR (gas gestookt combiketel uit 2010, eigendom)",Gemeentelijke erfpacht,Afgekocht tot 01-01-2064,In woonwijk,Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Tugelaweg 32 -K,1092 VE Amsterdam,9 september 2022,€ 550.000 kosten koper,67 m²,A,Bovenwoning (appartement),2015,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Dubbel glas en volledig geïsoleerd,Cv-ketel en gehele vloerverwarming,Cv-ketel,"Intergas HReco (gas gestookt combiketel uit 2015, eigendom)",Gemeentelijke erfpacht (einddatum erfpacht: 31-05-2063),Afgekocht tot 31-05-2063,"Aan park, in woonwijk en vrij uitzicht",Balkon aanwezig,"Op afgesloten terrein, op eigen terrein en parkeergarage",,,,
Argonautenstraat 11 H,1076 KJ Amsterdam,9 september 2022,€ 750.000 kosten koper,112 m²,F,Benedenwoning (appartement),1931,4 kamers (3 slaapkamers),2 badkamers,"Ligbad, 2 douches en 2 toiletten",2 woonlagen,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt uit 2013, eigendom)",Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 31-05-2055),Afgekocht tot 31-05-2055,Aan rustige weg en in woonwijk,,Betaald parkeren en parkeervergunningen,Achtertuin,,,
Griseldestraat 18 3,1055 AW Amsterdam,10 september 2022,€ 375.000 kosten koper,58 m²,G,Bovenwoning (appartement),1940,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,Dubbel glas,Moederhaard,Geiser,,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 16-07-2064),€ 710 per jaar met optie tot afkopen,"Aan rustige weg, aan vaarwater, aan water en in centrum",Balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Louise de Colignystraat 30 -3,1055 XL Amsterdam,10 september 2022,€ 400.000 kosten koper,52 m²,A,Bovenwoning (appartement),1937,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,1 woonlaag,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Gehele vloerverwarming,Elektrische boiler,,Gemeentelijke erfpacht (einddatum erfpacht: 15-02-2066),Afgekocht tot 15-02-2066,Aan rustige weg en in woonwijk,Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Schoorlstraat 41,1024 PN Amsterdam,7 september 2022,€ 365.000 kosten koper,76 m²,E,Portiekflat (appartement),1965,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,,1 woonlaag,Gedeeltelijk dubbel glas en muurisolatie,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2012, eigendom)",Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 31-10-2054,,Balkon aanwezig,Openbaar parkeren,,,,
Willemsparkweg 98 H,1071 HM Amsterdam,8 september 2022,€ 1.400.000 kosten koper,159 m²,C,Dubbel benedenhuis (appartement),1892,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"Ligbad, douche en toilet",2 woonlagen,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,"Nefit (gas gestookt combiketel uit 2012, eigendom)",Volle eigendom,,In woonwijk en vrij uitzicht,Balkon aanwezig,Betaald parkeren en parkeervergunningen,Achtertuin,,,
Galileïplantsoen 80,1098 NC Amsterdam,9 september 2022,€ 685.000 kosten koper,83 m²,E,Benedenwoning (appartement),1930,4 kamers (3 slaapkamers),1 badkamer,Toilet,1 woonlaag,HR-glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2021, eigendom)",Erfpacht,,In woonwijk en vrij uitzicht,,Betaald parkeren en parkeervergunningen,,,,
Reinier Claeszenstraat 78 H,1056 WR Amsterdam,8 september 2022,€ 875.000 kosten koper,126 m²,A,Benedenwoning (appartement),1925,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,2 woonlagen,Dubbel glas,Cv-ketel en gedeeltelijke vloerverwarming,Cv-ketel,"Intergas HRE (gas gestookt combiketel uit 2017, eigendom)",Volle eigendom,,Aan rustige weg en in woonwijk,,"Betaald parkeren, openbaar parkeren en parkeervergunningen",Achtertuin,,,
Chasséstraat 88 III,1057 JJ Amsterdam,9 september 2022,€ 750.000 kosten koper,124 m²,E,Bovenwoning (appartement),1912,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,2 woonlagen,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2016, eigendom)",Volle eigendom,,"Aan rustige weg, in woonwijk en vrij uitzicht",Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Oude Braak 25 E,1012 PS Amsterdam,7 september 2022,€ 595.000 kosten koper,89 m²,,Bovenwoning (appartement),Voor 1906,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en douche,1 woonlaag,"Dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,,Volle eigendom,,Aan rustige weg en in centrum,,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Nicolaas Witsenstraat 18 hs,1017 ZH Amsterdam,9 september 2022,€ 875.000 kosten koper,90 m²,C,Benedenwoning (appartement),1906,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en toilet,2 woonlagen,"Dakisolatie, dubbel glas, HR-glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"Remeha (gas gestookt combiketel uit 2017, eigendom)",Volle eigendom,,In centrum en in woonwijk,,Betaald parkeren en parkeervergunningen,Achtertuin,,,
Kuipersstraat 55 H,1074 EG Amsterdam,9 september 2022,€ 375.000 kosten koper,37 m²,E,Benedenwoning (appartement),1906,2 kamers (1 slaapkamer),1 badkamer,Douche en toilet,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas (2018, eigendom)",Volle eigendom,,"Aan rustige weg, in centrum en in woonwijk",,Parkeervergunningen,Achtertuin,,,
Legmeerstraat 74,1058 NH Amsterdam,7 september 2022,€ 400.000 kosten koper,50 m²,E,Benedenwoning (appartement),1931,2 kamers (1 slaapkamer),1 badkamer,"Ligbad, douche en toilet",1 woonlaag,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,"Intergas Combi-Kompact (gas gestookt uit 2012, eigendom)",Volle eigendom,,Aan rustige weg en in woonwijk,,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Zacharias Jansestraat 33,1097 CJ Amsterdam,8 september 2022,€ 1.300.000 kosten koper,149 m²,C,Dubbel benedenhuis (appartement),Voor 1906,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,2 woonlagen,Dakisolatie en grotendeels dubbelglas,Cv-ketel,Cv-ketel,,Volle eigendom,,"Aan rustige weg, beschutte ligging en in woonwijk",,"Betaald parkeren, openbaar parkeren en parkeervergunningen",Achtertuin,,,
Brederodestraat 107 Hs,1054 VD Amsterdam,10 september 2022,€ 569.000 kosten koper,60 m²,D,Benedenwoning (appartement),1909,3 kamers (2 slaapkamers),1 badkamer,Toilet,1 woonlaag,"Dakisolatie, dubbel glas, HR-glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2018, eigendom)",Gemeentelijke erfpacht (einddatum erfpacht: 15-10-2031),€ 65 per jaar met optie tot afkopen,In woonwijk,,Betaald parkeren en parkeervergunningen,Achtertuin,,,
Stadionkade 37 3,1077 VP Amsterdam,9 september 2022,€ 1.750.000 kosten koper,193 m²,B,Bovenwoning (dubbel bovenhuis),1932,8 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,Ligbad,3 woonlagen,Dakisolatie en dubbel glas,Blokverwarming,Centrale voorziening,,Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 15-02-2056,"Aan rustige weg, aan vaarwater, aan water, in woonwijk en vrij uitzicht",Dakterras aanwezig en balkon aanwezig,Betaald parkeren en parkeervergunningen,Zonneterras,,,
Linnaeushof 10 H,1098 KH Amsterdam,8 september 2022,€ 875.000 kosten koper,112 m²,,Benedenwoning (appartement),1927,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,Ligbad,2 woonlagen,Dubbel glas en voorzetramen,Cv-ketel,Cv-ketel,"Remeha Avanta (gas gestookt combiketel uit 2009, eigendom)",Volle eigendom,,,Balkon aanwezig,Betaald parkeren en parkeervergunningen,Achtertuin en voortuin,,,
Blauwvoetstraat 6 2,1061 BT Amsterdam,7 september 2022,€ 375.000 kosten koper,52 m²,D,Bovenwoning (appartement),1952,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2015, eigendom)",Gemeentelijk eigendom belast met erfpacht,Eeuwigdurend afgekocht,"Aan rustige weg, in woonwijk en vrij uitzicht",Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Van Linschotenstraat 37,1013 PL Amsterdam,7 september 2022,€ 375.000 kosten koper,45 m²,C,Maisonnette (appartement),1915,2 kamers (1 slaapkamer),1 badkamer,Douche en toilet,2 woonlagen,"Dakisolatie, dubbel glas, HR-glas en muurisolatie",Cv-ketel,Cv-ketel,"Remeha (gas gestookt combiketel uit 2021, eigendom)",Volle eigendom,,"Aan rustige weg, beschutte ligging en in centrum",Dakterras aanwezig en balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Overtoom 531 A,1054 LK Amsterdam,6 september 2022,€ 635.000 kosten koper,93 m²,,Maisonnette (appartement),1961,4 kamers (3 slaapkamers),2 badkamers,2 toiletten,2 woonlagen,Dakisolatie en gedeeltelijk dubbel glas,Blokverwarming,Elektrische boiler,,Volle eigendom,,Aan drukke weg en in centrum,Balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Da Costastraat 102 2,1053 ZT Amsterdam,8 september 2022,€ 425.000 kosten koper,52 m²,C,Bovenwoning (dubbel bovenhuis),1879,3 kamers (2 slaapkamers),1 badkamer,Douche en toilet,2 woonlagen,Dubbel glas,Cv-ketel,Cv-ketel,"2014, eigendom",Volle eigendom,,,,Betaald parkeren en parkeervergunningen,,,,
Linnaeusparkweg 40 II,1098 EC Amsterdam,9 september 2022,€ 1.050.000 kosten koper,148 m²,B,Bovenwoning (dubbel bovenhuis),1903,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,Ligbad en douche,2 woonlagen,Dakisolatie,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2020, eigendom)",Volle eigendom,,"Aan rustige weg, in centrum, in woonwijk en vrij uitzicht",Balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Hugo de Grootplein 20 I,1052 KX Amsterdam,8 september 2022,€ 475.000 kosten koper,59 m²,D,Bovenwoning (appartement),1903,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Dubbel glas en vloerisolatie,Cv-ketel,Cv-ketel,"Intergas (gas gestookt combiketel uit 2013, eigendom)",Gemeentelijke erfpacht (einddatum erfpacht: 30-06-2025),"€ 136,39 per jaar",In woonwijk en vrij uitzicht,Balkon aanwezig en frans balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
Suikerbakkerssteeg 6 A,1012 PW Amsterdam,8 september 2022,€ 350.000 kosten koper,40 m²,B,Tussenverdieping (appartement),2002,2 kamers (1 slaapkamer),1 badkamer,Ligbad en douche,1 woonlaag,Volledig geïsoleerd,Cv-ketel,Cv-ketel,"Remeha (gas gestookt combiketel uit 2019, eigendom)",Volle eigendom,,Aan rustige weg en in centrum,Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
IJburglaan 816,1087 EM Amsterdam,9 september 2022,€ 700.000 kosten koper,108 m²,A,Benedenwoning (appartement),2003,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Ligbad en toilet,2 woonlagen,Volledig geïsoleerd,Stadsverwarming,Stadsverwarming,,Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 30-06-2051,"Aan vaarwater, aan water en in woonwijk",Balkon aanwezig,Betaald parkeren,Achtertuin,,,
WG-plein 90,1054 RC Amsterdam,8 september 2022,€ 900.000 kosten koper,112 m²,B,Bovenwoning (appartement),,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,Ligbad,1 woonlaag,"Dakisolatie, dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,"Remeha (gas gestookt combiketel uit 2011, eigendom)",Gemeentelijke erfpacht (einddatum erfpacht: 31-10-2049),Afgekocht tot 31-10-2049,"Aan park, aan rustige weg, in centrum en vrij uitzicht",Balkon aanwezig,"Betaald parkeren, openbaar parkeren, parkeergarage en parkeervergunningen",Zonneterras,,,
Archimedesplantsoen 76 -II,1098 KG Amsterdam,9 september 2022,€ 450.000 kosten koper,68 m²,E,Bovenwoning (appartement),1955,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,Douche,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"NEFIT (gas gestookt combiketel uit 2012, eigendom)",Volle eigendom,,"Aan rustige weg, in woonwijk en vrij uitzicht",Balkon aanwezig,Betaald parkeren en parkeervergunningen,,,,
Fannius Scholtenstraat 48 H,1051 EZ Amsterdam,7 september 2022,€ 325.000 kosten koper,38 m²,C,Benedenwoning (appartement),1901,2 kamers (1 slaapkamer),1 badkamer,Ligbad en toilet,1 woonlaag,Dubbel glas,Cv-ketel,Cv-ketel,"Remeha (gas gestookt combiketel uit 2012, eigendom)",Volle eigendom,,Aan rustige weg en in woonwijk,,Betaald parkeren en parkeervergunningen,Achtertuin,,,
Vechtstraat 124 1,1079 JP Amsterdam,8 september 2022,€ 445.000 kosten koper,62 m²,D,Bovenwoning (appartement),1934,3 kamers (1 slaapkamer),1 badkamer,Douche,1 woonlaag,Dubbel glas en vloerisolatie,Cv-ketel,Cv-ketel,"Remeha (gas gestookt uit 2014, eigendom)",Gemeentelijk eigendom belast met erfpacht,Eeuwigdurend afgekocht,Aan rustige weg en in woonwijk,Balkon aanwezig,"Betaald parkeren, openbaar parkeren en parkeervergunningen",,,,
